# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
# Ontology summary statistics are provided in the footer.
#
# Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Regions	Genes
Ensembl Genes	7393	TLDC1	187	7.318985e-4	1.000000e+0	7.349122e-2	7.256299e+0	6.890565e-1	5	8.426764e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_preGran_MesGATA2_Supp_Missing_Endo_PV_Immune_Neuro,ovary_MesLHX9_Missing_Supp_Endo_MesGATA2_preGran_Epi_Neuro_CoelEpi_PV_Immune,ovary_MesLHX9_preGran_MesGATA2_Supp_PV_Endo_Missing_Epi_Neuro_SMC_CoelEpi,ovary_Supp_MesLHX9_CoelEpi_preGran_MesGATA2_Endo_Missing_PV_Neuro_Immune_Epi,ovary_Supp_MesLHX9_MesGATA2_preGran_CoelEpi_PV_Missing_Endo_Neuro_Immune_Epi	TLDC1
Ensembl Genes	142	DISP3	188	7.466682e-4	1.000000e+0	7.457547e-2	5.737845e+0	1.045689e+0	6	1.278817e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_Endo_Missing_PV_Supp_preGran_CoelEpi_Neuro_Epi_SMC_Immune_Germ,ovary_MesLHX9_Missing_MesGATA2_CoelEpi_preGran_Endo_Supp_PV_Epi_Neuro_Germ,ovary_MesLHX9_Supp_preGran_CoelEpi_MesGATA2_Missing_PV_SMC_Epi_Endo,ovary_preGran_MesLHX9_CoelEpi_Endo_MesGATA2_Missing_PV_Supp_Immune_Neuro_Epi,ovary_preGran_Supp_MesGATA2_MesLHX9_Missing_Endo_Neuro_CoelEpi_Epi_PV,ovary_preGran_Supp_Missing_CoelEpi_MesLHX9_MesGATA2_Endo_Neuro_Epi_Immune	DISP3
Ensembl Genes	7921	GAS2L2	189	7.505153e-4	1.000000e+0	7.456310e-2	1.740211e+1	1.723929e-1	3	2.108265e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_preGran_CoelEpi_MesLHX9_Supp_PV_Epi_Neuro_Endo,ovary_MesLHX9_Supp_preGran_PV_MesGATA2_Endo_CoelEpi_Neuro_Missing_Epi_Immune,ovary_preGran_MesGATA2_Missing_CoelEpi_MesLHX9_Supp_Endo_Neuro_Epi_PV	GAS2L2
Ensembl Genes	3146	TP53I11	190	7.593960e-4	1.000000e+0	7.504831e-2	5.718938e+0	1.049146e+0	6	1.283045e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_preGran_Missing_CoelEpi_PV_Endo_Supp_Epi_Neuro_Immune,ovary_MesLHX9_MesGATA2_Missing_Endo_preGran_Supp_CoelEpi_Neuro_PV_Immune_Epi,ovary_MesLHX9_MesGATA2_preGran_PV_Missing_Endo_Supp_Neuro_CoelEpi_Epi,ovary_PV_Missing_MesLHX9_MesGATA2_preGran_Endo_Epi_CoelEpi_Supp_Neuro_SMC_Immune,ovary_Supp_MesLHX9_preGran_Endo_MesGATA2_Missing_CoelEpi_Neuro_Epi_Immune,ovary_preGran_Missing_PV_Supp_MesLHX9_MesGATA2_Endo_CoelEpi_Neuro_Immune_Epi	TP53I11
Ensembl Genes	3542	PC	191	7.673098e-4	1.000000e+0	7.543338e-2	1.002990e+1	3.988078e-1	4	4.877189e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesLHX9_Supp_MesGATA2_Missing_preGran_PV_Neuro_Epi_Immune_SMC,ovary_MesLHX9_Endo_Supp_preGran_MesGATA2_Missing_PV_Neuro_CoelEpi_SMC_Germ_Epi,ovary_preGran_MesLHX9_Supp_MesGATA2_Endo_Missing_PV_Neuro_Epi_CoelEpi,ovary_preGran_MesLHX9_Supp_Missing_MesGATA2_Endo_CoelEpi_Epi_Neuro_PV	PC
Ensembl Genes	12086	PMEPA1	192	7.673334e-4	1.000000e+0	7.504281e-2	4.231439e+0	1.890610e+0	8	2.312107e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesGATA2_MesLHX9_preGran_Supp_Missing_Neuro_PV_CoelEpi_Immune,ovary_Endo_MesLHX9_preGran_Supp_Missing_MesGATA2_CoelEpi_Epi_Neuro_SMC_Germ,ovary_MesGATA2_MesLHX9_Missing_CoelEpi_Supp_preGran_Neuro_Endo_PV_Epi,ovary_MesGATA2_preGran_Missing_PV_CoelEpi_MesLHX9_Supp_Neuro_Epi_Endo_Immune_SMC,ovary_MesLHX9_Supp_Missing_preGran_Endo_MesGATA2_CoelEpi_Neuro_PV_Epi_Immune,ovary_PV_MesGATA2_preGran_MesLHX9_CoelEpi_Supp_Missing_Neuro_Epi_Endo,ovary_Supp_CoelEpi_Missing_Endo_MesLHX9_preGran_MesGATA2_PV_Neuro_Immune_Epi,ovary_Supp_MesLHX9_PV_MesGATA2_Endo_Missing_Neuro_CoelEpi_preGran_Immune_SMC	PMEPA1
Ensembl Genes	7139	MT1G	193	7.790607e-4	1.000000e+0	7.579494e-2	4.999455e+1	4.000436e-2	2	4.892303e-6	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_Supp_CoelEpi_preGran_Missing_Neuro_Epi_PV_Endo_Germ_Immune,ovary_Missing_MesLHX9_CoelEpi_Supp_preGran_MesGATA2_PV_Endo_Immune_Neuro_Epi	MT1G
Ensembl Genes	3943	GRIK4	194	7.805098e-4	1.000000e+0	7.554450e-2	4.220125e+0	1.895678e+0	8	2.318306e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_Endo_PV_Supp_Neuro_Missing_preGran_Epi_SMC_CoelEpi,ovary_MesLHX9_MesGATA2_Supp_CoelEpi_preGran_Missing_Neuro_Epi_SMC_Endo_PV,ovary_MesLHX9_preGran_CoelEpi_Missing_MesGATA2_Supp_PV_Endo_Epi_Immune_Neuro,ovary_MesLHX9_preGran_Supp_MesGATA2_Missing_CoelEpi_PV_Endo_Neuro_Epi,ovary_Missing_PV_MesLHX9_preGran_MesGATA2_Endo_Supp_CoelEpi_Neuro_Epi,ovary_Supp_CoelEpi_MesLHX9_preGran_Endo_MesGATA2_Neuro_PV_Epi_Missing_SMC,ovary_Supp_MesLHX9_Endo_preGran_MesGATA2_PV_Missing_CoelEpi_Neuro_Germ_Epi,ovary_Supp_MesLHX9_MesGATA2_Endo_Missing_preGran_CoelEpi_PV_Epi_Neuro	GRIK4
Ensembl Genes	1924	DISC1	195	7.909734e-4	1.000000e+0	7.616465e-2	3.484904e+0	2.869520e+0	10	3.509257e-4	1.222942e-3	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_Supp_PV_MesGATA2_MesLHX9_Missing_Endo_Neuro_Epi_Immune,ovary_MesGATA2_Supp_preGran_Missing_PV_MesLHX9_CoelEpi_Endo_Neuro_Germ_SMC_Epi,ovary_MesLHX9_CoelEpi_Supp_Missing_MesGATA2_preGran_PV_Neuro_Germ_SMC_Epi,ovary_MesLHX9_CoelEpi_preGran_Supp_MesGATA2_Endo_PV_Missing_Neuro_Immune_Epi,ovary_MesLHX9_MesGATA2_Missing_CoelEpi_preGran_PV_Supp_Endo_Neuro_Immune_Epi,ovary_MesLHX9_MesGATA2_PV_Supp_preGran_CoelEpi_Missing_Endo_Neuro,ovary_MesLHX9_Missing_PV_Endo_MesGATA2_Supp_CoelEpi_preGran_Neuro_Epi,ovary_MesLHX9_Supp_CoelEpi_preGran_Missing_Endo_MesGATA2_PV_Neuro_Epi,ovary_Supp_Missing_MesGATA2_MesLHX9_CoelEpi_PV_Endo_preGran_Neuro_Epi_SMC,ovary_Supp_preGran_CoelEpi_MesLHX9_Missing_MesGATA2_Neuro_Immune_Epi	DISC1
Ensembl Genes	8567	ENPP7	196	7.917710e-4	1.000000e+0	7.585247e-2	7.128672e+0	7.013929e-1	5	8.577632e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_preGran_CoelEpi_PV_Missing_Endo_Neuro_Epi,ovary_MesLHX9_MesGATA2_PV_CoelEpi_Missing_preGran_Endo_Neuro_Supp_Epi,ovary_Missing_Supp_CoelEpi_MesLHX9_preGran_Endo_MesGATA2_Neuro_Epi_Immune,ovary_PV_MesGATA2_Supp_CoelEpi_MesLHX9_Missing_Epi_preGran_Neuro,ovary_Supp_MesLHX9_MesGATA2_CoelEpi_preGran_PV_Missing_Epi_Germ_Endo_Neuro	ENPP7
Ensembl Genes	2626	DUSP5	197	8.023373e-4	1.000000e+0	7.647456e-2	7.107348e+0	7.034973e-1	5	8.603366e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_PV_preGran_Epi_Missing_Supp_MesGATA2_Endo_Germ_Neuro,ovary_MesLHX9_Supp_MesGATA2_PV_preGran_Missing_Endo_Neuro_CoelEpi_Immune_Epi,ovary_Missing_MesLHX9_MesGATA2_preGran_CoelEpi_Supp_Neuro_PV_Epi,ovary_PV_Supp_MesLHX9_MesGATA2_Endo_CoelEpi_Missing_preGran_Neuro_Immune_Epi_SMC,ovary_Supp_MesLHX9_MesGATA2_Epi_Endo_Missing_preGran_CoelEpi	DUSP5
Ensembl Genes	5034	RFLNA	198	8.047949e-4	1.000000e+0	7.632138e-2	4.780928e+0	1.464151e+0	7	1.790572e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Supp_preGran_MesLHX9_CoelEpi_Endo_PV_Missing_Neuro_Epi_SMC,ovary_MesLHX9_Endo_MesGATA2_Supp_CoelEpi_Missing_preGran_Neuro_PV_Epi_Immune,ovary_MesLHX9_Supp_MesGATA2_CoelEpi_preGran_Missing_Endo_PV_Neuro_Epi_Germ,ovary_MesLHX9_Supp_MesGATA2_Epi_Endo_CoelEpi_preGran_Neuro_PV_Immune_Missing,ovary_MesLHX9_preGran_MesGATA2_CoelEpi_Missing_PV_Endo_Neuro_Supp_Epi_Immune,ovary_MesLHX9_preGran_MesGATA2_PV_Supp_CoelEpi_Missing_Neuro_Endo_Epi_Immune,ovary_Supp_preGran_MesLHX9_Missing_CoelEpi_MesGATA2_PV_Neuro_Immune_Epi_Endo	RFLNA
Ensembl Genes	12703	CBX7	199	8.116264e-4	1.000000e+0	7.658246e-2	9.878147e+0	4.049342e-1	4	4.952112e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_Supp_MesLHX9_MesGATA2_Missing_Endo_Neuro_PV_Epi,ovary_MesLHX9_Supp_MesGATA2_Missing_PV_Endo_preGran_CoelEpi_Neuro_Immune_Germ_Epi,ovary_MesLHX9_Supp_Missing_MesGATA2_CoelEpi_preGran_Endo_Neuro_PV_Epi,ovary_preGran_MesGATA2_CoelEpi_MesLHX9_Supp_Missing_PV_Endo_Neuro_Immune_Epi	CBX7
Ensembl Genes	7127	AMFR	200	8.160197e-4	1.000000e+0	7.661201e-2	7.080231e+0	7.061917e-1	5	8.636318e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_Supp_MesGATA2_Missing_preGran_Neuro_Endo_PV_Epi,ovary_MesLHX9_Endo_MesGATA2_PV_preGran_CoelEpi_Supp_Missing_Neuro_Epi,ovary_preGran_Endo_MesGATA2_Supp_PV_MesLHX9_CoelEpi_Missing_Neuro_Epi,ovary_preGran_MesLHX9_MesGATA2_PV_Endo_Missing_Supp_CoelEpi_Neuro_Epi,ovary_preGran_MesLHX9_Supp_MesGATA2_Missing_CoelEpi_Neuro_Endo_Epi_PV	AMFR
Ensembl Genes	13203	TMEM115	201	8.293181e-4	1.000000e+0	7.747316e-2	9.820431e+0	4.073141e-1	4	4.981217e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_Supp_Epi_Missing_MesGATA2_MesLHX9_Neuro_Endo_PV,ovary_MesLHX9_CoelEpi_preGran_Supp_MesGATA2_Missing_Neuro_Epi_SMC_PV_Immune,ovary_MesLHX9_preGran_Supp_CoelEpi_MesGATA2_Missing_Neuro_Epi_Endo,ovary_Supp_preGran_MesGATA2_PV_MesLHX9_Missing_CoelEpi_Neuro_Endo	TMEM115
Ensembl Genes	12085	ZBP1	202	8.395998e-4	1.000000e+0	7.804537e-2	9.787590e+0	4.086808e-1	4	4.997931e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_MesGATA2_MesLHX9_preGran_Supp_Missing_Neuro_PV_CoelEpi_Immune,ovary_MesGATA2_preGran_Missing_PV_CoelEpi_MesLHX9_Supp_Neuro_Epi_Endo_Immune_SMC,ovary_MesLHX9_Supp_Missing_preGran_Endo_MesGATA2_CoelEpi_Neuro_PV_Epi_Immune,ovary_PV_MesGATA2_preGran_MesLHX9_CoelEpi_Supp_Missing_Neuro_Epi_Endo	ZBP1
Ensembl Genes	5893	ITPK1	203	8.478496e-4	1.000000e+0	7.842400e-2	7.019198e+0	7.123321e-1	5	8.711411e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesLHX9_Supp_Missing_MesGATA2_Neuro_PV_Endo_Epi_Immune,ovary_MesLHX9_Supp_MesGATA2_PV_Endo_preGran_Missing_Neuro_Epi_CoelEpi,ovary_MesLHX9_preGran_Supp_CoelEpi_MesGATA2_Endo_Missing_Epi_PV_Neuro,ovary_Supp_MesGATA2_CoelEpi_preGran_Missing_MesLHX9_Neuro_Endo_Epi_PV_Germ,ovary_preGran_Missing_MesGATA2_MesLHX9_Supp_Endo_PV_Neuro_CoelEpi_Epi	ITPK1
Ensembl Genes	12091	APCDD1L	204	8.514849e-4	1.000000e+0	7.837418e-2	7.012403e+0	7.130224e-1	5	8.719853e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_CoelEpi_preGran_Supp_MesGATA2_Endo_Missing_Neuro_PV_SMC_Epi,ovary_MesLHX9_preGran_MesGATA2_Supp_Missing_PV_CoelEpi_Endo_Neuro_Epi,ovary_PV_CoelEpi_MesLHX9_preGran_MesGATA2_Supp_Endo_Missing_Neuro_Epi_SMC,ovary_Supp_Missing_MesLHX9_CoelEpi_preGran_MesGATA2_Endo_PV_Neuro_Germ,ovary_Supp_preGran_MesLHX9_MesGATA2_CoelEpi_PV_Endo_Missing_Epi_Neuro_Immune	APCDD1L
Ensembl Genes	2388	DLG5	205	8.550398e-4	1.000000e+0	7.831747e-2	5.587694e+0	1.073788e+0	6	1.313181e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_preGran_Missing_MesGATA2_MesLHX9_PV_Neuro_CoelEpi_Immune_Epi,ovary_MesLHX9_CoelEpi_Missing_MesGATA2_Supp_preGran_Neuro_PV_Endo,ovary_MesLHX9_Supp_MesGATA2_Endo_preGran_CoelEpi_Missing_PV_Neuro_Immune,ovary_PV_MesLHX9_MesGATA2_preGran_CoelEpi_Missing_Supp_Neuro_Epi_Endo_Immune,ovary_Supp_MesLHX9_CoelEpi_MesGATA2_PV_preGran_Endo_Missing_Neuro_Epi,ovary_preGran_MesLHX9_Supp_MesGATA2_CoelEpi_Endo_Missing_Epi_PV_Neuro_Immune	DLG5
Ensembl Genes	2551	SEC31B	206	8.554287e-4	1.000000e+0	7.797274e-2	1.662629e+1	1.804372e-1	3	2.206643e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_preGran_MesLHX9_Epi_MesGATA2_Supp_Germ_Endo_Neuro_SMC_Missing_PV,ovary_Endo_preGran_MesLHX9_MesGATA2_Supp_Missing_CoelEpi_PV_Immune_Neuro_Epi,ovary_preGran_MesLHX9_Endo_MesGATA2_CoelEpi_Supp_PV_Missing_Neuro_SMC	SEC31B
Ensembl Genes	17663	INTS9	207	8.570037e-4	1.000000e+0	7.773893e-2	7.002152e+0	7.140662e-1	5	8.732618e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_MesGATA2_preGran_MesLHX9_PV_CoelEpi_Neuro_Epi_Immune,ovary_Epi_MesGATA2_preGran_Immune_Supp_PV_Neuro_Endo_CoelEpi,ovary_MesGATA2_preGran_Missing_MesLHX9_Endo_Supp_CoelEpi_Neuro_PV_Germ_Immune_Epi,ovary_MesLHX9_MesGATA2_Missing_CoelEpi_Supp_preGran_Endo_Neuro_PV_Epi_Immune,ovary_preGran_CoelEpi_MesLHX9_Missing_Supp_MesGATA2_PV_Neuro_Epi	INTS9
Ensembl Genes	12123	NTSR1	208	8.647836e-4	1.000000e+0	7.806751e-2	9.709227e+0	4.119792e-1	4	5.038269e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_CoelEpi_MesLHX9_Endo_MesGATA2_Missing_Supp_preGran_Epi_Neuro_PV,ovary_CoelEpi_MesLHX9_preGran_Supp_MesGATA2_Missing_Endo_Neuro_Epi_Immune,ovary_Supp_CoelEpi_MesLHX9_Missing_MesGATA2_preGran_PV_Neuro_Endo_Epi_SMC,ovary_Supp_preGran_MesGATA2_MesLHX9_CoelEpi_Neuro_Epi_Missing	NTSR1
Ensembl Genes	2678	RGS10	209	8.679653e-4	1.000000e+0	7.797983e-2	5.571274e+0	1.076953e+0	6	1.317051e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Endo_Supp_MesLHX9_preGran_CoelEpi_Missing_MesGATA2_PV_Epi_Neuro,ovary_Endo_preGran_MesLHX9_Epi_MesGATA2_Supp_PV_CoelEpi_Missing_Neuro_Immune,ovary_MesGATA2_MesLHX9_Supp_preGran_Missing_CoelEpi_Endo_Neuro_Immune_PV_Epi,ovary_MesLHX9_Supp_MesGATA2_preGran_Missing_Endo_PV_CoelEpi_Neuro_SMC,ovary_MesLHX9_preGran_Supp_MesGATA2_Endo_Missing_CoelEpi_Neuro_Epi_Immune,ovary_Supp_PV_MesLHX9_MesGATA2_preGran_CoelEpi_Missing_Neuro_Epi_Immune_Endo	RGS10
Ensembl Genes	5370	COL4A2	210	8.858448e-4	1.000000e+0	7.920718e-2	6.949839e+0	7.194411e-1	5	8.798350e-5	6.114712e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Missing_MesLHX9_preGran_Supp_CoelEpi_Neuro_Endo_Germ_SMC,ovary_MesLHX9_CoelEpi_Missing_preGran_PV_Endo_MesGATA2_Supp_Neuro_Epi,ovary_MesLHX9_MesGATA2_Supp_Endo_Missing_PV_Epi_preGran_CoelEpi,ovary_MesLHX9_Supp_preGran_CoelEpi_Missing_MesGATA2_PV_Endo_Neuro_Epi_Immune,ovary_Supp_preGran_MesGATA2_MesLHX9_CoelEpi_Missing_Epi_PV_Immune_Endo_Neuro	COL4A2
Ensembl Genes	8085	KRT17	211	9.060839e-4	1.000000e+0	8.063288e-2	1.629572e+1	1.840975e-1	3	2.251406e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_Supp_Endo_MesGATA2_preGran_Epi_Missing_CoelEpi_PV_Neuro_Immune_SMC,ovary_MesLHX9_Supp_preGran_CoelEpi_MesGATA2_Endo_Missing_Epi_Neuro_Immune_Germ,ovary_Missing_preGran_Supp_MesLHX9_CoelEpi_Endo_MesGATA2_Neuro	KRT17
Ensembl Genes	19254	SPIN3	212	9.072911e-4	1.000000e+0	8.035946e-2	5.523011e+0	1.086364e+0	6	1.328561e-4	7.337654e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_preGran_CoelEpi_Missing_Epi_PV_Endo_Neuro_Immune_SMC_Germ,ovary_MesLHX9_CoelEpi_MesGATA2_Supp_Endo_Missing_PV_preGran_Epi_Neuro_Immune_SMC,ovary_MesLHX9_Supp_MesGATA2_Endo_Missing_CoelEpi_preGran_Epi_PV_Neuro_SMC,ovary_preGran_MesLHX9_CoelEpi_MesGATA2_PV_Missing_Supp_Neuro_Epi,ovary_preGran_MesLHX9_Supp_CoelEpi_MesGATA2_Epi_Missing_Endo_PV_Neuro_Immune,ovary_preGran_MesLHX9_Supp_CoelEpi_MesGATA2_Missing_PV_Endo_Neuro_Epi_Immune_SMC_Germ	SPIN3
Ensembl Genes	7620	ACAP1	213	9.196214e-4	1.000000e+0	8.106916e-2	4.596185e+1	4.351435e-2	2	5.321554e-6	2.445885e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_MesGATA2_PV_Missing_Endo_preGran_Supp_CoelEpi_Neuro_Epi_Immune,ovary_Supp_MesLHX9_MesGATA2_CoelEpi_preGran_Missing_Germ_Immune_Neuro_Epi_PV_SMC	ACAP1
Ensembl Genes	13229	RPL29	214	9.459308e-4	1.000000e+0	8.299880e-2	1.605252e+1	1.868865e-1	3	2.285514e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_Supp_MesGATA2_CoelEpi_MesLHX9_Missing_Endo_preGran_Neuro_Epi_PV_Immune,ovary_Supp_MesLHX9_MesGATA2_Endo_Missing_preGran_CoelEpi_PV_Neuro_Epi_Immune,ovary_Supp_MesLHX9_preGran_CoelEpi_Endo_MesGATA2_PV_Neuro_Missing_Epi_Immune	RPL29
Ensembl Genes	18076	LY6E	215	9.677110e-4	1.000000e+0	8.451493e-2	9.416257e+0	4.247972e-1	4	5.195025e-5	4.891770e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesLHX9_preGran_MesGATA2_Missing_CoelEpi_PV_Supp_Endo_Neuro_Epi,ovary_Supp_Missing_MesGATA2_CoelEpi_MesLHX9_preGran_PV_Epi_Immune_Neuro_SMC_Endo,ovary_Supp_preGran_MesLHX9_Endo_MesGATA2_CoelEpi_Missing_Neuro_Epi_PV,ovary_preGran_MesLHX9_Supp_MesGATA2_CoelEpi_Missing_PV_Germ_Epi_Endo	LY6E
Ensembl Genes	5923	DICER1	216	9.724294e-4	1.000000e+0	8.453383e-2	4.625596e+0	1.513318e+0	7	1.850701e-4	8.560597e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_Supp_CoelEpi_preGran_Missing_Neuro_Endo_PV_Epi_SMC,ovary_MesLHX9_CoelEpi_MesGATA2_Missing_Endo_preGran_Supp_PV_Germ_Neuro_SMC_Immune,ovary_MesLHX9_Supp_MesGATA2_preGran_Endo_CoelEpi_Missing_Epi_Neuro_Immune_PV,ovary_PV_MesLHX9_MesGATA2_preGran_Supp_CoelEpi_Missing_Neuro_Endo_Epi,ovary_Supp_preGran_CoelEpi_MesLHX9_Endo_MesGATA2_Missing_PV_Neuro_Epi,ovary_preGran_MesLHX9_MesGATA2_CoelEpi_Missing_PV_Supp_Endo_Neuro,ovary_preGran_MesLHX9_MesGATA2_Missing_Endo_Supp_PV_CoelEpi_Immune_Neuro_Epi	DICER1
Ensembl Genes	4449	GALNT6	217	9.847190e-4	1.000000e+0	8.520769e-2	1.582856e+1	1.895308e-1	3	2.317853e-5	3.668827e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_MesLHX9_PV_preGran_Endo_CoelEpi_Supp_Missing_Neuro_Epi,ovary_MesLHX9_MesGATA2_CoelEpi_preGran_Missing_Supp_Neuro_PV_SMC_Endo_Epi,ovary_MesLHX9_Supp_Missing_preGran_CoelEpi_MesGATA2_Neuro_Epi_PV_SMC_Endo	GALNT6
Ensembl Genes	1896	RHOU	218	9.851695e-4	1.000000e+0	8.485563e-2	4.067631e+0	1.966747e+0	8	2.405218e-4	9.783539e-4	1	3.764712e-1	1.000000e+0	1.000000e+0	2.656246e+0	3.764712e-1	1	1	1.414627e-4	1.000000e+0	ovary_MesGATA2_Endo_Supp_MesLHX9_Missing_preGran_Neuro_PV_Epi_CoelEpi,ovary_MesGATA2_MesLHX9_Missing_preGran_Supp_CoelEpi_Neuro_Immune_Epi_SMC_PV,ovary_MesLHX9_Supp_MesGATA2_preGran_Missing_CoelEpi_PV_Endo_Neuro_Epi_Immune,ovary_Missing_CoelEpi_MesLHX9_preGran_MesGATA2_Supp_Epi_Neuro_Germ_PV_Immune_Endo,ovary_Supp_Missing_MesLHX9_MesGATA2_Endo_preGran_CoelEpi_Neuro_Immune_PV_Germ_Epi,ovary_preGran_MesGATA2_CoelEpi_Epi_Supp_MesLHX9_Endo_Neuro_Missing_PV,ovary_preGran_MesLHX9_MesGATA2_CoelEpi_Missing_Supp_PV_Neuro_SMC_Germ,ovary_preGran_Supp_MesLHX9_Endo_MesGATA2_CoelEpi_Missing_Neuro_PV_Epi_Immune	RHOU
